,Dates,Expo_smooth_pred,PLID,Product Family,Business Unit,holt_pred,Prophet_pred,SARMAX_pred,predictions_final,test_size
1427,01-12-2023,584.7385574,DN2-CPU-I6238,DNAHW,CPBU,573.2740971,17431.1993,731.1582513,5049.416,XL
1428,01-01-2023,301.1887947,DN2-CPU-I8276,DNAHW,CPBU,274.0117577,501.272162,292.3929563,443.5176,S
1429,01-02-2023,302.3657014,DN2-CPU-I8276,DNAHW,CPBU,275.8525546,924.6119683,577.8414303,598.2521,M
1430,01-03-2023,303.530839,DN2-CPU-I8276,DNAHW,CPBU,277.6751785,1405.782892,219.5770891,959.41986,M
1431,01-04-2023,304.6843253,DN2-CPU-I8276,DNAHW,CPBU,279.4798089,1942.356803,226.4716327,1151.4258,M
1432,01-05-2023,305.8262767,DN2-CPU-I8276,DNAHW,CPBU,281.2666233,2530.19503,229.2705181,1258.5422,M
1433,01-06-2023,306.9568086,DN2-CPU-I8276,DNAHW,CPBU,283.0357976,3163.421763,217.3006398,1203.5125,M
1434,01-07-2023,308.0760352,DN2-CPU-I8276,DNAHW,CPBU,284.787506,3834.44753,220.6345319,1455.1213,M
1435,01-08-2023,309.1840695,DN2-CPU-I8276,DNAHW,CPBU,286.5219209,4534.044221,471.7584397,2356.7725,L
1436,01-09-2023,310.2810235,DN2-CPU-I8276,DNAHW,CPBU,288.239213,5251.47165,379.7500852,1817.4834,L
1437,01-10-2023,311.3670079,DN2-CPU-I8276,DNAHW,CPBU,289.9395515,5974.654052,369.4628767,857.87274,M
1438,01-11-2023,312.4421325,DN2-CPU-I8276,DNAHW,CPBU,291.6231036,6690.403415,596.0797122,1107.5212,M
1439,01-12-2023,313.5065059,DN2-CPU-I8276,DNAHW,CPBU,293.2900351,7384.685051,510.3045062,853.628,M
1440,01-01-2023,1333.633518,DS-C9148T-K9,MDS9000,ECBU,392.7458821,514.5568796,419.1413457,555.2645,M
1441,01-02-2023,1344.1607,DS-C9148T-K9,MDS9000,ECBU,400.4447016,679.6777514,568.6768011,627.0225,M
1442,01-03-2023,1354.582611,DS-C9148T-K9,MDS9000,ECBU,408.0663576,825.3088852,105.5105174,659.9455,M
1443,01-04-2023,1364.900303,DS-C9148T-K9,MDS9000,ECBU,415.6116237,949.3409186,461.2181974,937.5517,M
1444,01-05-2023,1375.114817,DS-C9148T-K9,MDS9000,ECBU,423.0812655,1050.208224,150.4184218,903.9547,M
1445,01-06-2023,1385.227187,DS-C9148T-K9,MDS9000,ECBU,430.4760408,1126.916894,431.8988342,937.5517,M
1446,01-07-2023,1395.238433,DS-C9148T-K9,MDS9000,ECBU,437.7967,1179.059051,486.3518663,937.5517,M
1447,01-08-2023,1405.149566,DS-C9148T-K9,MDS9000,ECBU,445.0439861,1206.813251,318.7162573,1149.402,M
1448,01-09-2023,1414.961588,DS-C9148T-K9,MDS9000,ECBU,452.2186344,1210.931112,226.9771779,1149.402,M
1449,01-10-2023,1424.67549,DS-C9148T-K9,MDS9000,ECBU,459.321373,1192.710602,512.5213227,1149.402,M
1450,01-11-2023,1434.292253,DS-C9148T-K9,MDS9000,ECBU,466.3529225,1153.956772,324.0840511,937.5517,M
1451,01-12-2023,1443.812848,DS-C9148T-K9,MDS9000,ECBU,473.3139965,1096.931013,1424.212077,1058.9314,M
1452,01-01-2023,4225.148328,DN2-SD19T61X-EV,DNAHW,CPBU,4005.555146,7089.543064,5452.035106,7477.4775,XL
1453,01-02-2023,4471.805172,DN2-SD19T61X-EV,DNAHW,CPBU,4037.19958,4457.287007,6985.955121,5009.5835,XL
1454,01-03-2023,4715.995448,DN2-SD19T61X-EV,DNAHW,CPBU,4068.527571,1709.406202,7947.656698,1101.8635,M
1455,01-04-2023,4957.743822,DN2-SD19T61X-EV,DNAHW,CPBU,4099.542281,-1087.646481,5747.04058,1575.8389,L
1456,01-05-2023,5197.074711,DN2-SD19T61X-EV,DNAHW,CPBU,4130.246845,-3865.801183,6693.218198,2265.9578,L
1457,01-06-2023,5434.012292,DN2-SD19T61X-EV,DNAHW,CPBU,4160.644362,-6557.330657,10636.54465,2716.098,L
1458,01-07-2023,5668.580497,DN2-SD19T61X-EV,DNAHW,CPBU,4190.737905,-9096.801873,8117.126557,2131.313,L
1459,01-08-2023,5900.803019,DN2-SD19T61X-EV,DNAHW,CPBU,4220.530512,-11422.9622,6516.790085,3429.5742,L
1460,01-09-2023,6130.703317,DN2-SD19T61X-EV,DNAHW,CPBU,4250.025193,-13480.50466,6645.033699,2265.9578,L
1461,01-10-2023,6358.304612,DN2-SD19T61X-EV,DNAHW,CPBU,4279.224928,-15221.66035,8654.157082,2285.3425,L
1462,01-11-2023,6583.629893,DN2-SD19T61X-EV,DNAHW,CPBU,4308.132664,-16607.57114,7242.78039,2454.9307,L
1463,01-12-2023,6806.701922,DN2-SD19T61X-EV,DNAHW,CPBU,4336.751324,-17609.4024,7824.751468,2131.313,L
1464,01-01-2023,515.4561652,DS-C9396T-K9,MDS9000,ECBU,205.0683901,304.6290889,177.2039999,279.28763,S
1465,01-02-2023,528.7777687,DS-C9396T-K9,MDS9000,ECBU,214.0888823,520.8410358,212.7125765,443.5176,S
1466,01-03-2023,541.9661561,DS-C9396T-K9,MDS9000,ECBU,222.1712121,736.6080526,219.0814736,515.27576,M
1467,01-04-2023,555.0226597,DS-C9396T-K9,MDS9000,ECBU,229.4129519,948.6213633,132.4554641,843.8815,M
1468,01-05-2023,567.9485983,DS-C9396T-K9,MDS9000,ECBU,235.9015257,1153.603678,108.981446,843.8815,M
1469,01-06-2023,580.7452775,DS-C9396T-K9,MDS9000,ECBU,241.7152656,1348.373379,131.9504394,1055.7317,M
1470,01-07-2023,593.4139899,DS-C9396T-K9,MDS9000,ECBU,246.9243565,1529.907608,453.0258367,1089.3286,M
1471,01-08-2023,605.9560151,DS-C9396T-K9,MDS9000,ECBU,251.5916839,1695.402889,115.1766219,1073.4728,M
1472,01-09-2023,618.3726202,DS-C9396T-K9,MDS9000,ECBU,255.7735933,1842.33196,214.7095753,1281.3342,M
1473,01-10-2023,630.6650591,DS-C9396T-K9,MDS9000,ECBU,259.5205697,1968.49554,175.2096725,1594.1316,L
1474,01-11-2023,642.8345737,DS-C9396T-K9,MDS9000,ECBU,262.8778476,2072.067868,260.7400634,1594.1316,L
1475,01-12-2023,654.8823931,DS-C9396T-K9,MDS9000,ECBU,265.8859571,2151.634944,476.2328386,1641.8606,L
1476,01-01-2023,94912.21674,DS-SFP-FC32G-SW,MDS9000,ECBU,48185.56649,63437.0052,78994.42498,87968.54,XL
1477,01-02-2023,95789.57131,DS-SFP-FC32G-SW,MDS9000,ECBU,49535.15845,67402.17049,45148.25313,52181.035,XL
1478,01-03-2023,96658.15233,DS-SFP-FC32G-SW,MDS9000,ECBU,50871.25449,71458.59065,43764.39617,61902.305,XL
1479,01-04-2023,97518.04755,DS-SFP-FC32G-SW,MDS9000,ECBU,52193.98957,75588.52946,50226.80169,65030.11,XL
1480,01-05-2023,98369.34381,DS-SFP-FC32G-SW,MDS9000,ECBU,53503.4973,79767.67928,36749.83865,61772.42,XL
1481,01-06-2023,99212.12711,DS-SFP-FC32G-SW,MDS9000,ECBU,54799.90996,83964.54623,48576.17618,84451.91,XL
1482,01-07-2023,100046.4826,DS-SFP-FC32G-SW,MDS9000,ECBU,56083.35848,88140.15383,69177.6016,100486.76,XL
1483,01-08-2023,100872.4945,DS-SFP-FC32G-SW,MDS9000,ECBU,57353.97252,92248.09931,55470.87263,97426.91,XL
1484,01-09-2023,101690.2463,DS-SFP-FC32G-SW,MDS9000,ECBU,58611.88042,96234.98421,58148.09705,133803.6,XL
1485,01-10-2023,102499.8206,DS-SFP-FC32G-SW,MDS9000,ECBU,59857.20925,100041.2271,75645.92768,115679.99,XL
1486,01-11-2023,103301.2991,DS-SFP-FC32G-SW,MDS9000,ECBU,61090.08478,103602.2518,52197.21062,142068.97,XL
1487,01-12-2023,104094.7628,DS-SFP-FC32G-SW,MDS9000,ECBU,62310.63156,106850.0295,74144.73407,109612.98,XL
1488,01-01-2023,579.936722,DS-X9648-1536K9,MDS9000,ECBU,625.1522569,928.6949578,1220.120091,864.5345,M
1489,01-02-2023,581.8545474,DS-X9648-1536K9,MDS9000,ECBU,619.9382833,444.0761253,436.5189645,391.03445,S
1490,01-03-2023,583.7536606,DS-X9648-1536K9,MDS9000,ECBU,614.7753098,-14.41880399,580.6825044,239.50261,S
1491,01-04-2023,585.6342442,DS-X9648-1536K9,MDS9000,ECBU,609.6628376,-439.2448358,592.4628207,239.50261,S
1492,01-05-2023,587.4964789,DS-X9648-1536K9,MDS9000,ECBU,604.6003726,-823.7016857,637.8629355,239.50261,S
1493,01-06-2023,589.3405438,DS-X9648-1536K9,MDS9000,ECBU,599.5874257,-1162.081796,726.9024268,239.50261,S
1494,01-07-2023,591.1666161,DS-X9648-1536K9,MDS9000,ECBU,594.6235126,-1449.792535,830.9192272,239.50261,S
1495,01-08-2023,592.9748714,DS-X9648-1536K9,MDS9000,ECBU,589.7081536,-1683.449377,1042.710017,239.50261,S
1496,01-09-2023,594.7654836,DS-X9648-1536K9,MDS9000,ECBU,584.8408738,-1860.937631,798.5536027,239.50261,S
1497,01-10-2023,596.5386248,DS-X9648-1536K9,MDS9000,ECBU,580.0212029,-1981.441165,832.1260032,239.50261,S
1498,01-11-2023,598.2944654,DS-X9648-1536K9,MDS9000,ECBU,575.2486753,-2045.437463,598.6105385,239.50261,S
1499,01-12-2023,600.0331743,DS-X9648-1536K9,MDS9000,ECBU,570.5228298,-2054.659284,566.6411491,239.50261,S
1500,01-01-2023,4329.72681,FPR1010-NGFW-K9,FPRLOW,NGFWBU,4079.990866,7272.676175,8197.746858,7000.585,XL
1501,01-02-2023,4420.536352,FPR1010-NGFW-K9,FPRLOW,NGFWBU,4180.201821,5135.954165,1764.529628,4669.192,L
1502,01-03-2023,4510.437799,FPR1010-NGFW-K9,FPRLOW,NGFWBU,4279.410666,3088.763254,2135.22142,2837.028,L
1503,01-04-2023,4599.440231,FPR1010-NGFW-K9,FPRLOW,NGFWBU,4377.627423,1174.289891,4165.822844,1301.629,M
1504,01-05-2023,4687.552638,FPR1010-NGFW-K9,FPRLOW,NGFWBU,4474.862013,-566.9174416,2298.074099,1423.2438,M
1505,01-06-2023,4774.783922,FPR1010-NGFW-K9,FPRLOW,NGFWBU,4571.124256,-2098.073736,2406.020797,1423.2438,M
1506,01-07-2023,4861.142893,FPR1010-NGFW-K9,FPRLOW,NGFWBU,4666.423878,-3387.214943,6685.853524,1548.9597,L
1507,01-08-2023,4946.638274,FPR1010-NGFW-K9,FPRLOW,NGFWBU,4760.770503,-4408.155727,3914.64337,1454.8925,M
1508,01-09-2023,5031.278701,FPR1010-NGFW-K9,FPRLOW,NGFWBU,4854.173661,-5141.317758,4252.49863,1454.8925,M
1509,01-10-2023,5115.072724,FPR1010-NGFW-K9,FPRLOW,NGFWBU,4946.642788,-5574.401684,7192.086849,1737.9325,L
1510,01-11-2023,5198.028807,FPR1010-NGFW-K9,FPRLOW,NGFWBU,5038.187224,-5702.879644,6202.814606,2292.837,L
1511,01-12-2023,5280.155329,FPR1010-NGFW-K9,FPRLOW,NGFWBU,5128.816216,-5530.289702,5668.253709,2292.837,L
1512,01-01-2023,127.27337,FPR4115-NGFW-K9,FPRHIGH,NGFWBU,155.3888309,349.697868,251.6309576,279.28763,S
1513,01-02-2023,127.5440064,FPR4115-NGFW-K9,FPRHIGH,NGFWBU,148.7052656,369.5674851,85.85807685,245.69078,S
1514,01-03-2023,127.8119364,FPR4115-NGFW-K9,FPRHIGH,NGFWBU,142.082424,420.8462332,122.5376879,245.69078,S
1515,01-04-2023,128.077187,FPR4115-NGFW-K9,FPRHIGH,NGFWBU,135.5197543,502.882874,260.1028335,443.5176,S
1516,01-05-2023,128.3397852,FPR4115-NGFW-K9,FPRHIGH,NGFWBU,129.01671,614.1649951,158.513896,361.18967,S
1517,01-06-2023,128.5997574,FPR4115-NGFW-K9,FPRHIGH,NGFWBU,122.5727492,752.3474937,171.3257433,383.0717,S
1518,01-07-2023,128.8571299,FPR4115-NGFW-K9,FPRHIGH,NGFWBU,116.1873352,914.3028101,228.1895098,426.0894,S
1519,01-08-2023,129.1119286,FPR4115-NGFW-K9,FPRHIGH,NGFWBU,109.8599361,1096.191756,136.2836314,593.484,M
1520,01-09-2023,129.3641794,FPR4115-NGFW-K9,FPRHIGH,NGFWBU,103.5900247,1293.553247,204.9304143,838.9307,M
1521,01-10-2023,129.6139076,FPR4115-NGFW-K9,FPRHIGH,NGFWBU,97.37707873,1501.410737,330.9060253,838.9307,M
1522,01-11-2023,129.8611386,FPR4115-NGFW-K9,FPRHIGH,NGFWBU,91.22058064,1714.392733,194.6560602,856.6718,M
1523,01-12-2023,130.1058972,FPR4115-NGFW-K9,FPRHIGH,NGFWBU,85.12001758,1926.864354,161.1059796,997.3394,M
1524,01-01-2023,108558.5241,GLC-TE,SFPGE,TOASTBU,94079.75458,142535.9112,138099.4574,132940.47,XL
1525,01-02-2023,108811.493,GLC-TE,SFPGE,TOASTBU,93985.91032,261016.7035,60227.71661,161111.4,XL
1526,01-03-2023,109061.9322,GLC-TE,SFPGE,TOASTBU,93893.00451,376564.2715,74938.01709,160148.1,XL
1527,01-04-2023,109309.867,GLC-TE,SFPGE,TOASTBU,93801.02776,487316.5503,109495.7731,179532.73,XL
1528,01-05-2023,109555.3224,GLC-TE,SFPGE,TOASTBU,93709.97077,591522.5209,76808.13576,158258.77,XL
1529,01-06-2023,109798.3233,GLC-TE,SFPGE,TOASTBU,93619.82436,687578.9251,80051.00048,163324.83,XL
1530,01-07-2023,110038.8942,GLC-TE,SFPGE,TOASTBU,93530.57941,774063.1971,129600.9451,211490.6,XL
1531,01-08-2023,110277.0594,GLC-TE,SFPGE,TOASTBU,93442.22691,849761.8403,84727.33158,164123.34,XL
1532,01-09-2023,110512.8429,GLC-TE,SFPGE,TOASTBU,93354.75793,913693.6011,94126.26419,191335.05,XL
1533,01-10-2023,110746.2686,GLC-TE,SFPGE,TOASTBU,93268.16364,965126.9324,132462.6567,226921,XL
1534,01-11-2023,110977.36,GLC-TE,SFPGE,TOASTBU,93182.4353,1003591.386,82747.13506,164683.66,XL
1535,01-12-2023,111206.1405,GLC-TE,SFPGE,TOASTBU,93097.56424,1028882.733,103049.374,182723.83,XL
1536,01-01-2023,710.0716861,HX-CPU-I6258R,HXCPU,CSA,200.7754678,-82.70387618,130.8755985,85.489265,XS
1537,01-02-2023,735.8857017,HX-CPU-I6258R,HXCPU,CSA,214.0911228,474.9298135,108.5239047,409.92062,S
1538,01-03-2023,761.4445935,HX-CPU-I6258R,HXCPU,CSA,227.2688207,1005.516466,127.7375042,843.8815,M
1539,01-04-2023,786.750883,HX-CPU-I6258R,HXCPU,CSA,240.3099908,1504.006332,41.01786316,1018.01025,M
1540,01-05-2023,811.8070665,HX-CPU-I6258R,HXCPU,CSA,253.2160477,1966.211721,160.2836547,1560.5347,L
1541,01-06-2023,836.615616,HX-CPU-I6258R,HXCPU,CSA,265.9883911,2388.821325,1014.980165,1641.8606,L
1542,01-07-2023,861.1789788,HX-CPU-I6258R,HXCPU,CSA,278.6284065,2769.38962,2.118168427,1604.5306,L
1543,01-08-2023,885.4995782,HX-CPU-I6258R,HXCPU,CSA,291.1374648,3106.302737,0.990983487,1637.9323,L
1544,01-09-2023,909.5798135,HX-CPU-I6258R,HXCPU,CSA,303.5169228,3398.722865,-18.53319045,1961.9331,L
1545,01-10-2023,933.4220601,HX-CPU-I6258R,HXCPU,CSA,315.7681232,3646.513899,31.81538787,2047.064,L
1546,01-11-2023,957.0286702,HX-CPU-I6258R,HXCPU,CSA,327.8923948,3850.151575,-20.41795776,2213.5425,L
1547,01-12-2023,980.4019726,HX-CPU-I6258R,HXCPU,CSA,339.8910527,4010.62177,1159.283423,3465.3857,L
1548,01-01-2023,1507.646225,HX-SD38T61X-EV,HXSSD,CSA,1702.695292,3625.820892,3512.207993,3373.2183,L
1549,01-02-2023,1530.065988,HX-SD38T61X-EV,HXSSD,CSA,1678.981125,-607.1501264,1482.044055,500.6257,M
1550,01-03-2023,1552.261553,HX-SD38T61X-EV,HXSSD,CSA,1655.504099,-4980.671861,1383.47986,383.78915,S
1551,01-04-2023,1574.235163,HX-SD38T61X-EV,HXSSD,CSA,1632.261843,-9406.048192,2686.459475,651.4744,M
1552,01-05-2023,1595.989036,HX-SD38T61X-EV,HXSSD,CSA,1609.252009,-13792.78717,1791.322746,500.6257,M
1553,01-06-2023,1617.525371,HX-SD38T61X-EV,HXSSD,CSA,1586.472275,-18050.90252,1352.076267,383.78915,S
1554,01-07-2023,1638.846342,HX-SD38T61X-EV,HXSSD,CSA,1563.920337,-22093.19776,2075.866098,500.6257,M
1555,01-08-2023,1659.954104,HX-SD38T61X-EV,HXSSD,CSA,1541.593919,-25837.47167,993.3789645,307.48837,S
1556,01-09-2023,1680.850788,HX-SD38T61X-EV,HXSSD,CSA,1519.490765,-29208.58625,2002.856846,500.6257,M
1557,01-10-2023,1701.538505,HX-SD38T61X-EV,HXSSD,CSA,1497.608642,-32140.34233,2693.124281,651.4744,M
1558,01-11-2023,1722.019345,HX-SD38T61X-EV,HXSSD,CSA,1475.945341,-34577.11363,2029.215466,500.6257,M
1559,01-12-2023,1742.295377,HX-SD38T61X-EV,HXSSD,CSA,1454.498673,-36475.19649,2173.555185,500.6257,M
1560,01-01-2023,5120.569541,IE-4000-8T4G-E,IE4000,IOTBU,1962.21595,1628.676515,4383.858926,1907.824,L
1561,01-02-2023,5135.983387,IE-4000-8T4G-E,IE4000,IOTBU,2029.678811,840.4469596,1991.352654,1131.6295,M
1562,01-03-2023,5151.243095,IE-4000-8T4G-E,IE4000,IOTBU,2096.467189,54.78994419,1932.283117,1820.7736,L
1563,01-04-2023,5166.350205,IE-4000-8T4G-E,IE4000,IOTBU,2162.587829,-712.7598443,2748.218706,1971.622,L
1564,01-05-2023,5181.306244,IE-4000-8T4G-E,IE4000,IOTBU,2228.047405,-1447.093519,2870.860664,1771.3694,L
1565,01-06-2023,5196.112723,IE-4000-8T4G-E,IE4000,IOTBU,2292.852526,-2133.89389,2802.36335,1971.622,L
1566,01-07-2023,5210.771137,IE-4000-8T4G-E,IE4000,IOTBU,2357.009738,-2759.980312,1843.591343,1820.7736,L
1567,01-08-2023,5225.282967,IE-4000-8T4G-E,IE4000,IOTBU,2420.525516,-3313.623895,3163.18422,1852.4216,L
1568,01-09-2023,5239.649678,IE-4000-8T4G-E,IE4000,IOTBU,2483.406273,-3784.825292,2350.10771,1820.7736,L
1569,01-10-2023,5253.872723,IE-4000-8T4G-E,IE4000,IOTBU,2545.65836,-4165.548232,4812.38593,1852.4216,L
1570,01-11-2023,5267.953537,IE-4000-8T4G-E,IE4000,IOTBU,2607.28806,-4449.903085,3102.559228,1771.3694,L
1571,01-12-2023,5281.893543,IE-4000-8T4G-E,IE4000,IOTBU,2668.301597,-4634.276056,1992.8988,1820.7736,L
1572,01-01-2023,708.2428438,IE-4010-16S12P,IE4000,IOTBU,1216.873291,1586.480935,1477.879554,1459.1014,M
1573,01-02-2023,721.3532591,IE-4010-16S12P,IE4000,IOTBU,1219.903943,1029.046991,844.0443979,942.74646,M
1574,01-03-2023,734.3325703,IE-4010-16S12P,IE4000,IOTBU,1222.845567,489.4468638,1196.010355,636.7601,M
1575,01-04-2023,747.1820884,IE-4010-16S12P,IE4000,IOTBU,1225.700778,-26.1496655,1200.558302,320.99802,S
1576,01-05-2023,759.9031112,IE-4010-16S12P,IE4000,IOTBU,1228.472115,-512.0837413,1059.883253,320.99802,S
1577,01-06-2023,772.4969239,IE-4010-16S12P,IE4000,IOTBU,1231.162041,-963.2737209,1458.149728,437.83463,S
1578,01-07-2023,784.9647984,IE-4010-16S12P,IE4000,IOTBU,1233.772949,-1375.269225,1455.080674,437.83463,S
1579,01-08-2023,797.3079942,IE-4010-16S12P,IE4000,IOTBU,1236.307158,-1744.292528,1654.105147,437.83463,S
1580,01-09-2023,809.5277581,IE-4010-16S12P,IE4000,IOTBU,1238.766923,-2067.267127,1734.184393,437.83463,S
1581,01-10-2023,821.6253243,IE-4010-16S12P,IE4000,IOTBU,1241.15443,-2341.833602,2129.653138,437.83463,S
1582,01-11-2023,833.6019148,IE-4010-16S12P,IE4000,IOTBU,1243.471803,-2566.353117,1017.511564,244.69743,S
1583,01-12-2023,845.4587394,IE-4010-16S12P,IE4000,IOTBU,1245.7211,-2739.899154,1238.288244,320.99802,S
1584,01-01-2023,1813.124816,ISR4321/K9,4300ISR,SRSBU,3897.663602,6210.202502,6309.221402,5246.8037,XL
1585,01-02-2023,1797.408384,ISR4321/K9,4300ISR,SRSBU,3826.348654,8449.683858,1506.241496,6403.302,XL
1586,01-03-2023,1781.849116,ISR4321/K9,4300ISR,SRSBU,3755.746856,10458.60972,2603.560989,11027.795,XL
1587,01-04-2023,1766.445441,ISR4321/K9,4300ISR,SRSBU,3685.851076,12198.45386,6042.917221,10399.122,XL
1588,01-05-2023,1751.195803,ISR4321/K9,4300ISR,SRSBU,3616.654254,13638.36212,2545.9154,8865.421,XL
1589,01-06-2023,1736.098661,ISR4321/K9,4300ISR,SRSBU,3548.1494,14755.88641,3257.200493,14263.286,XL
1590,01-07-2023,1721.15249,ISR4321/K9,4300ISR,SRSBU,3480.329595,15537.47867,5248.235335,14798.785,XL
1591,01-08-2023,1706.355781,ISR4321/K9,4300ISR,SRSBU,3413.187987,15978.73317,4240.649385,14798.785,XL
1592,01-09-2023,1691.70704,ISR4321/K9,4300ISR,SRSBU,3346.717796,16084.37248,4176.168007,14798.785,XL
1593,01-10-2023,1677.204785,ISR4321/K9,4300ISR,SRSBU,3280.912306,15867.97988,5369.33742,14798.785,XL
1594,01-11-2023,1662.847553,ISR4321/K9,4300ISR,SRSBU,3215.764872,15351.48803,4000.15653,14798.785,XL
1595,01-12-2023,1648.633894,ISR4321/K9,4300ISR,SRSBU,3151.268911,14564.44064,2196.602096,11001.5205,XL
1596,01-01-2023,6097.865078,ISR4331/K9,4300ISR,SRSBU,8830.953021,12781.54406,12132.50871,11367.574,XL
1597,01-02-2023,6086.841506,ISR4331/K9,4300ISR,SRSBU,8724.094903,14078.81695,5943.614145,12057.805,XL
1598,01-03-2023,6075.928169,ISR4331/K9,4300ISR,SRSBU,8618.305365,15082.99878,6914.444471,11921.752,XL
1599,01-04-2023,6065.123965,ISR4331/K9,4300ISR,SRSBU,8513.573723,15762.48923,13660.7212,14233.771,XL
1600,01-05-2023,6054.427804,ISR4331/K9,4300ISR,SRSBU,8409.889398,16095.74589,7658.637862,14931.382,XL
1601,01-06-2023,6043.838604,ISR4331/K9,4300ISR,SRSBU,8307.241915,16071.99125,8155.514641,16541.645,XL
1602,01-07-2023,6033.355296,ISR4331/K9,4300ISR,SRSBU,8205.620908,15691.59381,10708.92849,15580.59,XL
1603,01-08-2023,6022.976821,ISR4331/K9,4300ISR,SRSBU,8105.01611,14966.11176,8507.548753,18783.432,XL
1604,01-09-2023,6012.702131,ISR4331/K9,4300ISR,SRSBU,8005.417361,13917.99832,8082.232248,16562.928,XL
1605,01-10-2023,6002.530188,ISR4331/K9,4300ISR,SRSBU,7906.814599,12579.97736,10829.5147,14883.923,XL
1606,01-11-2023,5992.459965,ISR4331/K9,4300ISR,SRSBU,7809.197865,10994.10806,11651.68647,14582.406,XL
1607,01-12-2023,5982.490443,ISR4331/K9,4300ISR,SRSBU,7712.557298,9210.566438,6832.483529,9482.727,XL
1608,01-01-2023,3394.572712,ISR4351/K9,4300ISR,SRSBU,1957.190401,2599.473048,2864.255614,2733.6343,L
1609,01-02-2023,3405.039696,ISR4351/K9,4300ISR,SRSBU,1999.221195,3792.334772,1768.468132,3512.2307,L
1610,01-03-2023,3415.402011,ISR4351/K9,4300ISR,SRSBU,2040.817762,4973.975436,1478.24456,4724.0894,L
1611,01-04-2023,3425.660702,ISR4351/K9,4300ISR,SRSBU,2081.984589,6125.238326,2460.771458,4399.4385,L
1612,01-05-2023,3435.816807,ISR4351/K9,4300ISR,SRSBU,2122.726114,7227.489857,1698.986566,5631.759,XL
1613,01-06-2023,3445.87135,ISR4351/K9,4300ISR,SRSBU,2163.046732,8263.005627,2075.614138,6443.5615,XL
1614,01-07-2023,3455.825348,ISR4351/K9,4300ISR,SRSBU,2202.950792,9215.337866,2848.413977,10087.427,XL
1615,01-08-2023,3465.679806,ISR4351/K9,4300ISR,SRSBU,2242.442596,10069.65598,2303.726089,8501.962,XL
1616,01-09-2023,3475.43572,ISR4351/K9,4300ISR,SRSBU,2281.526404,10813.05256,2079.232827,9254.134,XL
1617,01-10-2023,3485.094074,ISR4351/K9,4300ISR,SRSBU,2320.206432,11434.80783,3017.902605,10396.801,XL
1618,01-11-2023,3494.655845,ISR4351/K9,4300ISR,SRSBU,2358.486849,11926.60678,2072.970313,9715.689,XL
1619,01-12-2023,3504.121998,ISR4351/K9,4300ISR,SRSBU,2396.371786,12282.70384,2703.646912,12729.381,XL
1620,01-01-2023,1044.445896,ISR4451-X/K9,ISR1121,SRSBU,1487.791196,2043.195002,2312.686777,2008.9545,L
1621,01-02-2023,1041.917332,ISR4451-X/K9,ISR1121,SRSBU,1439.983121,2151.285362,1017.738966,1838.091,L
1622,01-03-2023,1039.414054,ISR4451-X/K9,ISR1121,SRSBU,1392.652806,2240.784493,1342.534617,2079.7769,L
1623,01-04-2023,1036.935809,ISR4451-X/K9,ISR1121,SRSBU,1345.795477,2310.161368,2652.276702,2301.8076,L
1624,01-05-2023,1034.482347,ISR4451-X/K9,ISR1121,SRSBU,1299.406407,2358.367484,1183.604175,2079.7769,L
1625,01-06-2023,1032.053419,ISR4451-X/K9,ISR1121,SRSBU,1253.480916,2384.8647,1333.781007,2079.7769,L
1626,01-07-2023,1029.64878,ISR4451-X/K9,ISR1121,SRSBU,1208.014373,2389.640672,1453.248497,2219.1306,L
1627,01-08-2023,1027.268188,ISR4451-X/K9,ISR1121,SRSBU,1163.002189,2373.211247,1285.540561,2079.7769,L
1628,01-09-2023,1024.911402,ISR4451-X/K9,ISR1121,SRSBU,1118.439826,2336.60951,1668.560471,2219.1306,L
1629,01-10-2023,1022.578183,ISR4451-X/K9,ISR1121,SRSBU,1074.322788,2281.361543,2235.474826,2219.1306,L
1630,01-11-2023,1020.268297,ISR4451-X/K9,ISR1121,SRSBU,1030.646623,2209.44929,1302.813783,2079.7769,L
1631,01-12-2023,1017.98151,ISR4451-X/K9,ISR1121,SRSBU,987.406928,2123.261302,1231.230382,1943.6191,L
1632,01-01-2023,2304.367093,ISR4431/K9,ISR1121,SRSBU,3146.708155,4067.691567,5863.548226,4118.959,L
1633,01-02-2023,2303.740515,ISR4431/K9,ISR1121,SRSBU,3112.807087,4823.82779,1944.093078,4607.3647,L
1634,01-03-2023,2303.120203,ISR4431/K9,ISR1121,SRSBU,3079.244811,5485.127357,2449.814838,4607.3647,L
1635,01-04-2023,2302.506094,ISR4431/K9,ISR1121,SRSBU,3046.017942,6037.874808,4445.749522,5031.262,XL
1636,01-05-2023,2301.898126,ISR4431/K9,ISR1121,SRSBU,3013.123128,6471.389254,2616.816476,5690.0605,XL
1637,01-06-2023,2301.296237,ISR4431/K9,ISR1121,SRSBU,2980.55705,6778.312144,2664.651321,5833.0723,XL
1638,01-07-2023,2300.700368,ISR4431/K9,ISR1121,SRSBU,2948.316424,6954.802211,3124.004711,5378.5713,XL
1639,01-08-2023,2300.110457,ISR4431/K9,ISR1121,SRSBU,2916.397996,7000.631957,2661.125877,7322.454,XL
1640,01-09-2023,2299.526445,ISR4431/K9,ISR1121,SRSBU,2884.798547,6919.182815,2638.945592,6223.374,XL
